tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,store_and_fwd_flag,PULocationID,DOLocationID,fare_amount,tip_amount
01/01/2020 01:46:38,01/01/2020 01:49:00,0,0.2,No,170,233,3.5,1
01/01/2020 01:51:23,01/01/2020 02:08:28,0,1.9,No,233,90,11.5,2
01/01/2020 01:03:16,01/01/2020 01:17:22,0,1.8,Yes,231,79,11,1
01/01/2020 01:18:36,01/01/2020 01:31:12,0,2.2,No,79,233,10.5,0
01/01/2020 01:35:53,01/01/2020 01:40:03,0,0.6,No,233,161,4.5,0
01/01/2020 01:52:31,01/01/2020 02:10:53,0,1.6,Yes,164,50,12.5,4.05
01/01/2020 01:01:50,01/01/2020 01:01:56,1,0,No,246,246,2.5,3
01/01/2020 01:37:25,01/01/2020 01:52:41,0,2.1,No,68,144,11,2.95
01/01/2020 01:24:23,01/01/2020 01:46:09,0,4,No,142,249,17.5,4.25
01/01/2020 01:47:01,01/01/2020 02:06:05,0,3.4,No,249,66,15,3.75
01/01/2020 01:56:28,01/01/2020 02:01:32,1,0.87,No,113,114,-5.5,0
01/01/2020 01:04:34,01/01/2020 01:04:42,2,0,No,69,264,16.8,0
01/01/2020 01:11:32,01/01/2020 01:22:24,0,2.1,No,237,262,10,2.76
01/01/2020 01:29:17,01/01/2020 01:37:01,0,1.6,No,263,229,7.5,1
01/01/2020 01:38:00,01/01/2020 02:08:49,0,8.6,No,229,243,28.5,6
01/01/2020 01:13:50,01/01/2020 01:14:59,1,0.35,No,132,132,-3.5,0
01/01/2020 01:11:00,01/01/2020 01:28:12,0,3.7,No,170,232,15,3.75
01/01/2020 01:34:49,01/01/2020 01:44:35,0,2,No,79,170,9,0
01/01/2020 01:50:03,01/01/2020 02:05:20,0,2.5,No,170,79,11.5,1
07/04/2020 21:06:35,07/04/2020 21:15:45,,2.76,Yes,163,246,11.83,2.83
01/01/2020 01:03:21,01/01/2020 01:27:30,1,0,No,17,74,37.03,0
01/01/2020 01:46:11,01/01/2020 02:24:51,1,0,No,61,159,42.2,0
07/04/2020 21:20:00,07/04/2020 21:32:00,,1.55,Yes,11,67,14.95,2.75
07/04/2020 21:02:00,07/04/2020 21:48:00,,16.95,Yes,61,117,45.65,2.75
01/01/2020 01:04:41,01/01/2020 01:15:50,0,1.2,No,226,226,8.5,0
01/01/2020 01:24:48,01/01/2020 01:31:26,0,0.7,No,226,226,6,1.8
01/01/2020 01:33:10,01/01/2020 01:36:36,0,0.5,No,170,170,4.5,1.65
01/01/2020 01:41:45,01/01/2020 01:50:56,0,1.5,No,164,162,7.5,0
01/01/2020 01:57:21,01/01/2020 02:07:53,0,1.1,No,161,68,8,0
01/01/2020 01:56:14,01/01/2020 02:34:57,0,13.1,No,263,89,40.5,8.85
01/01/2020 01:10:53,01/01/2020 01:32:44,0,7.8,No,79,129,25.5,0
07/04/2020 21:40:28,07/04/2020 21:49:16,,2.1,Yes,162,224,9.5,0.67
01/01/2020 01:13:03,01/01/2020 01:13:15,1,0,No,233,233,14,2
07/01/2020 00:57:36,07/01/2020 01:30:10,,25.98,Yes,42,156,88.21,0
07/01/2020 00:58:00,07/01/2020 01:27:00,,7.66,Yes,68,61,42.2,0
01/01/2020 01:01:49,01/01/2020 01:07:58,0,1.1,No,237,43,6,0
01/01/2020 01:38:04,01/01/2020 01:50:59,0,1.4,No,125,148,9.5,2.65
01/01/2020 01:47:22,01/01/2020 01:49:50,1,0.18,No,161,230,-3.5,0
01/01/2020 01:27:06,01/01/2020 01:38:56,0,1.7,No,260,82,9.5,0
07/01/2020 01:06:47,07/01/2020 01:26:08,,9.24,Yes,235,50,46.2,0
01/01/2020 01:15:10,01/01/2020 01:23:06,0,1.3,No,151,239,7.5,4
01/01/2020 01:50:13,01/01/2020 01:55:51,0,0.7,No,142,143,6,1.95
01/01/2020 01:59:33,01/01/2020 02:08:36,0,1.7,No,50,246,8.5,2.45
07/01/2020 01:20:41,07/01/2020 01:28:35,,1.7,Yes,151,75,14.95,2.75
01/01/2020 01:47:00,01/01/2020 01:56:05,0,1.2,No,162,234,7.5,2.26
07/01/2020 01:08:00,07/01/2020 01:37:08,,14.38,Yes,193,63,56.5,0
01/01/2020 01:19:15,01/01/2020 01:33:13,0,2.1,No,48,170,11,2.95
01/01/2020 01:41:14,01/01/2020 01:56:55,0,3.4,No,107,263,13.5,0
01/01/2020 01:09:07,01/01/2020 01:26:32,0,2.8,No,161,144,13.5,2.6
01/01/2020 01:27:10,01/01/2020 01:34:49,0,1.3,No,144,4,7.5,0
01/01/2020 01:36:16,01/01/2020 01:53:28,0,2.5,No,79,233,13,3.36
01/01/2020 01:57:59,01/01/2020 02:06:22,0,1.9,No,233,79,8,0
01/01/2020 01:08:21,01/01/2020 01:08:25,1,0,No,151,151,140,28.16
01/01/2020 01:57:47,01/01/2020 02:12:55,1,0,No,29,222,26.2,0
01/01/2020 01:07:00,01/01/2020 01:07:00,1,0,No,264,264,2.5,0
01/01/2020 01:58:07,01/01/2020 02:01:48,2,0.71,No,79,137,-4.5,0
01/01/2020 01:38:39,01/01/2020 01:40:40,1,0,No,143,143,20,0
01/01/2020 01:41:42,01/01/2020 01:41:46,1,0,No,143,143,16,3.36
01/01/2020 01:08:15,01/01/2020 01:15:04,2,1.34,No,186,158,-6.5,0
01/01/2020 01:08:11,01/01/2020 01:09:04,1,0,No,229,229,-2.5,0
01/01/2020 01:02:39,01/01/2020 01:14:27,0,2.1,No,239,236,10.5,0
01/01/2020 01:16:45,01/01/2020 01:18:09,0,0.3,No,236,236,3.5,1.45
01/01/2020 01:20:23,01/01/2020 01:49:07,0,5.6,No,236,68,22,3.87
01/01/2020 01:50:34,01/01/2020 02:01:31,0,1.4,No,68,211,9,2.55
01/01/2020 01:47:00,01/01/2020 01:51:25,0,0.9,No,234,164,5.5,2.3
01/01/2020 01:53:00,01/02/2020 00:00:00,1,0,No,158,158,50,2.66
01/01/2020 01:03:40,01/01/2020 01:04:24,1,0,No,249,249,200,42.15
07/01/2020 01:07:27,07/01/2020 01:34:33,,9.76,Yes,225,138,48.4,0
01/01/2020 01:18:31,01/01/2020 01:46:55,1,0,No,41,259,28.2,0
01/01/2020 01:17:27,01/01/2020 01:27:36,2,1.65,No,107,100,-9,0
01/01/2020 01:58:44,01/01/2020 02:02:23,1,0.7,No,170,107,-4.5,0
01/01/2020 01:58:44,01/01/2020 01:59:50,1,0.02,No,261,261,-2.5,0
01/01/2020 01:27:26,01/01/2020 02:04:37,1,0,No,234,7,26.2,0
01/01/2020 01:29:34,01/01/2020 01:30:01,1,0,No,42,42,60,0
07/01/2020 01:46:00,07/01/2020 02:08:00,,15.15,Yes,88,18,61.9,0
01/01/2020 01:19:46,01/01/2020 01:38:13,0,5.1,No,74,48,17.5,4.25
01/01/2020 01:40:00,01/01/2020 01:58:47,0,2.6,No,48,107,13.5,2
01/01/2020 01:29:35,01/01/2020 01:29:43,1,0,No,166,166,52,0
01/01/2020 01:41:41,01/01/2020 02:02:51,0,3.2,No,79,256,17,2
01/01/2020 01:05:05,01/01/2020 01:11:14,1,0.94,No,246,100,-6,0
01/01/2020 01:10:17,01/01/2020 01:10:25,1,0,No,161,161,150,30.66
01/01/2020 01:53:27,01/01/2020 01:53:34,1,0,No,186,186,40,0
01/01/2020 01:15:14,01/01/2020 01:15:14,1,0,Yes,90,264,0,0
07/01/2020 01:22:00,07/01/2020 01:38:00,,10.62,Yes,223,232,36.16,0
01/01/2020 01:23:33,01/01/2020 01:44:31,0,1,No,164,48,13,1
01/01/2020 01:46:16,01/01/2020 02:02:37,0,1.6,No,100,229,11,2.95
01/01/2020 01:01:32,01/01/2020 01:10:49,0,1,No,237,161,7.5,0
01/01/2020 01:12:32,01/01/2020 01:28:43,0,2.3,No,161,113,12,0
01/01/2020 01:30:14,01/01/2020 01:58:42,0,5.4,No,234,151,22,5.15
01/01/2020 01:08:19,01/01/2020 01:27:37,1,0,No,215,98,24.2,0
01/01/2020 01:50:20,01/01/2020 02:42:26,1,0,No,215,238,38.2,0
07/01/2020 01:18:00,07/01/2020 01:44:00,,19.31,Yes,231,51,75.2,0
01/01/2020 01:47:39,01/01/2020 01:47:47,1,0,No,113,113,15,0
01/01/2020 01:01:28,01/01/2020 01:03:59,0,0.6,No,237,229,4,2.3
01/01/2020 01:07:16,01/01/2020 01:12:46,0,0.7,No,229,141,5.5,5
01/01/2020 01:52:55,01/01/2020 02:03:10,0,2.1,No,79,233,9.5,2.65
01/01/2020 01:07:04,01/01/2020 01:11:06,1,0,No,263,141,5,1.75
01/01/2020 01:13:56,01/01/2020 01:19:55,2,0,No,141,229,5.5,2.3
01/01/2020 01:26:29,01/01/2020 01:47:28,2,0,No,162,209,19.5,5.8
01/01/2020 01:50:27,01/01/2020 02:17:44,2,0,No,209,80,21,3
01/01/2020 01:00:07,01/01/2020 01:21:36,1,3.32,No,164,231,-15.5,0
01/01/2020 01:54:58,01/01/2020 01:55:05,1,0,No,79,264,21.3,80
01/01/2020 01:25:08,01/01/2020 01:25:29,1,0,No,160,160,85,0
01/01/2020 01:34:29,01/01/2020 02:03:27,1,0,No,244,4,32.2,0
01/01/2020 01:44:21,01/01/2020 01:45:49,5,0,No,246,246,3,0
01/01/2020 01:48:59,01/01/2020 01:56:01,0,1.7,No,234,211,8,2.35
01/01/2020 01:56:51,01/01/2020 02:09:58,0,5.3,No,152,220,17,0
01/01/2020 01:59:44,01/01/2020 01:59:51,4,0,No,75,75,18,2
01/01/2020 01:03:39,01/01/2020 01:16:32,0,1,No,246,234,9,0
01/01/2020 01:19:37,01/01/2020 01:35:44,0,2.2,No,90,148,12,2
01/01/2020 01:37:12,01/01/2020 02:07:04,0,3.5,No,148,233,22,5.15
01/01/2020 01:14:31,01/01/2020 01:43:15,1,0,No,191,75,38.2,0
01/01/2020 01:51:44,01/01/2020 01:56:58,1,0,No,246,246,5,0
01/01/2020 01:39:11,01/01/2020 01:39:15,1,0,No,148,148,50,0
01/01/2020 01:04:58,01/01/2020 01:05:15,3,0,No,246,246,2.5,0
07/01/2020 01:59:00,07/01/2020 02:18:00,,15.63,Yes,51,50,64.6,0
01/01/2020 01:01:49,01/01/2020 01:09:51,0,1.3,No,163,170,7,0
01/01/2020 01:16:28,01/01/2020 01:23:28,0,0.9,No,164,107,6.5,2.05
01/01/2020 01:27:56,01/01/2020 01:51:16,0,2.8,No,79,230,16.5,0
01/01/2020 01:54:25,01/01/2020 02:06:56,0,2.2,No,163,237,10.5,2.57
01/01/2020 01:55:37,01/01/2020 02:18:20,0,4.8,No,181,37,18,4.8
01/01/2020 01:24:53,01/01/2020 01:33:03,0,1.5,No,239,143,7.5,8
01/01/2020 01:39:54,01/01/2020 01:44:39,0,0.6,No,50,48,5,0
07/01/2020 01:15:23,07/01/2020 01:54:22,,10.23,Yes,24,225,56.5,0
01/01/2020 01:52:39,01/01/2020 02:25:19,0,11.3,No,50,212,36,0
01/01/2020 01:06:47,01/01/2020 01:15:22,0,1.3,No,237,162,7.5,0
01/01/2020 01:28:16,01/01/2020 01:53:00,0,3.4,No,229,249,17,1
01/01/2020 01:54:46,01/01/2020 02:22:23,0,4.9,No,249,262,20,0
01/01/2020 01:51:57,01/01/2020 01:52:55,1,0,No,79,79,2.5,0
01/01/2020 01:05:25,01/01/2020 01:06:22,1,0,No,191,191,34.2,0
01/01/2020 01:26:05,01/01/2020 01:31:33,1,0.97,No,68,234,-6,0
01/01/2020 01:34:48,01/01/2020 01:38:52,0,0.8,No,211,249,5,2.2
07/01/2020 01:06:00,07/01/2020 01:29:00,,11.79,Yes,68,135,47.68,0
01/01/2020 01:00:32,01/01/2020 01:26:59,0,7.4,No,48,42,26,5.95
01/01/2020 01:29:38,01/01/2020 01:40:27,0,1.8,No,42,119,9.5,0
01/01/2020 01:41:30,01/01/2020 02:05:46,1,0,No,137,159,24.2,0
01/01/2020 01:16:38,01/01/2020 01:17:00,1,0,No,265,265,45,0
01/01/2020 01:04:47,01/01/2020 01:04:54,3,0,No,112,264,30,0
07/01/2020 01:46:00,07/01/2020 02:14:00,,17.35,Yes,63,50,61.18,0
01/01/2020 01:21:01,01/01/2020 01:28:04,0,1.3,No,236,239,7,1.62
01/01/2020 00:52:34,01/01/2020 01:31:57,4,0,No,246,264,30,0
01/01/2020 01:34:22,01/02/2020 00:34:56,1,0.77,No,263,141,-5,0
01/01/2020 01:18:41,01/01/2020 01:35:18,0,7.4,No,158,233,22.5,7.85
01/01/2020 01:37:53,01/01/2020 01:44:46,0,0.5,No,170,170,6,2.45
01/01/2020 01:47:06,01/01/2020 02:00:12,0,2,No,164,50,10.5,1
01/01/2020 01:08:06,01/01/2020 01:12:53,0,1,No,41,152,5.5,0
01/01/2020 01:17:38,01/01/2020 01:22:19,0,1,No,166,24,5.5,0
01/01/2020 01:39:26,01/01/2020 01:41:54,0,1,No,140,262,4.5,1.65
01/01/2020 01:54:38,01/01/2020 02:01:27,0,1,No,237,141,6,0
01/01/2020 01:48:28,01/01/2020 02:16:09,0,17.6,No,162,132,80,3.33
01/01/2020 01:05:34,01/01/2020 01:05:58,1,0,No,61,61,-2.5,0
01/01/2020 01:02:45,01/01/2020 01:12:55,1,0.51,No,48,48,-7.5,0
01/01/2020 01:46:54,01/01/2020 01:47:45,4,0,No,20,20,70,0
01/01/2020 01:34:53,01/01/2020 01:35:50,1,0,No,263,263,2.5,0
01/01/2020 01:28:19,01/01/2020 01:40:49,0,1.8,No,209,114,10,2.75
01/01/2020 01:42:08,01/01/2020 01:53:39,0,1.8,No,264,264,9.5,1.08
01/01/2020 01:55:32,01/01/2020 02:10:00,0,1.7,No,264,264,11,2
01/01/2020 01:01:11,01/01/2020 01:01:13,1,0,No,264,264,12,2.46
01/01/2020 01:47:05,01/01/2020 01:47:09,2,0,No,264,264,59,14.82
01/01/2020 01:12:31,01/01/2020 01:19:05,1,0,No,239,239,0,0
01/01/2020 01:11:25,01/01/2020 01:12:02,1,0.02,No,164,164,-2.5,0
01/01/2020 01:01:22,01/01/2020 01:20:43,0,0.8,No,234,48,12,1.58
01/01/2020 01:56:33,01/01/2020 02:16:14,0,4.7,No,236,7,17.5,4.25
01/01/2020 22:40:33,01/02/2020 01:28:06,1,0,No,132,153,30,6.1
01/01/2020 01:08:40,01/01/2020 01:08:58,4,0,No,48,48,65.92,12
01/01/2020 01:12:31,01/01/2020 01:14:00,0,0,No,48,48,3,0
01/01/2020 01:33:25,01/01/2020 01:35:28,1,0.17,No,79,79,-3.5,0
01/01/2020 01:33:07,01/01/2020 01:34:11,1,0,No,4,4,-3,0
07/01/2020 01:04:00,07/01/2020 01:20:00,,5.69,Yes,140,157,35.2,0
07/01/2020 01:44:00,07/01/2020 01:57:00,,1.3,Yes,225,61,14.95,2.75
01/01/2020 01:17:11,01/01/2020 01:19:49,0,0.6,No,65,52,4,0
01/01/2020 01:08:10,01/01/2020 01:08:27,1,0,No,265,265,90,18.16
01/01/2020 01:22:25,01/01/2020 01:24:20,2,0,No,33,33,3,0
01/01/2020 01:21:28,01/01/2020 01:22:43,5,0,No,161,161,3,0
07/01/2020 01:38:19,07/01/2020 02:00:19,,6.54,Yes,50,189,35.2,0
01/01/2020 01:10:32,01/01/2020 01:10:35,2,0,No,262,264,65,13.06
01/01/2020 01:39:45,01/01/2020 01:39:51,2,0,No,229,233,52,0
01/01/2020 01:30:04,01/01/2020 01:30:17,2,0,No,87,87,52,0
07/01/2020 01:31:26,07/01/2020 01:58:32,,12.12,Yes,112,169,50.38,0
01/01/2020 01:54:27,01/01/2020 01:55:05,1,0,No,40,40,2.5,0.68
07/01/2020 01:42:00,07/01/2020 01:43:00,,0.09,Yes,71,71,51.1,0
01/01/2020 01:53:31,01/01/2020 01:53:50,2,0,No,74,74,2.5,0
01/01/2020 02:32:59,01/01/2020 02:33:18,1,0,No,145,145,2.5,0
01/01/2020 02:33:30,01/01/2020 02:35:32,1,0,No,145,145,3.5,0
01/01/2020 02:27:36,01/01/2020 02:27:43,1,0,No,193,193,2.5,0.76
01/01/2020 02:16:09,01/01/2020 02:16:14,1,0,No,231,231,2.5,30
01/01/2020 02:51:34,01/01/2020 03:31:49,0,8.6,No,48,80,32,0
01/01/2020 02:40:38,01/01/2020 02:40:38,1,0,Yes,164,264,2.5,0
01/01/2020 02:47:07,01/01/2020 02:47:07,2,0,Yes,263,264,4,0
01/01/2020 02:07:05,01/01/2020 02:28:43,0,3.3,No,142,107,16,3.95
01/01/2020 02:30:09,01/01/2020 02:41:50,0,1.9,No,107,4,9.5,1
01/01/2020 02:44:23,01/01/2020 02:59:43,0,2.6,No,79,170,12,3.15
01/01/2020 02:11:13,01/01/2020 02:11:18,1,0,No,265,264,89,7
01/01/2020 02:14:34,01/01/2020 02:14:58,2,0.06,No,161,161,-2.5,0
01/01/2020 02:16:26,01/01/2020 02:22:04,1,0.71,No,161,100,-23,0
01/01/2020 02:14:07,01/01/2020 02:26:55,0,1.9,No,79,231,10,2.85
01/01/2020 02:33:03,01/01/2020 02:39:38,0,1.4,No,125,234,7,1
01/01/2020 02:41:04,01/01/2020 02:51:29,0,2,No,234,170,9.5,2.75
01/01/2020 02:55:36,01/01/2020 03:01:09,0,1.2,No,170,107,6,0
07/01/2020 01:38:00,07/01/2020 02:05:00,,18.98,Yes,254,226,61.18,0
01/01/2020 02:44:30,01/01/2020 03:05:26,0,4,No,144,163,16.5,4.05
01/01/2020 02:41:17,01/01/2020 07:48:26,1,0,No,144,82,2.5,0
01/01/2020 02:42:50,01/01/2020 02:42:50,1,0,No,246,264,5.5,0
01/01/2020 02:51:04,01/01/2020 02:56:16,0,0.8,No,113,79,5,1.75
01/01/2020 02:27:32,01/01/2020 02:27:34,1,0,No,264,264,19.8,5.02
01/01/2020 02:25:32,01/01/2020 02:33:13,0,0.8,No,163,48,6.5,0
01/01/2020 02:42:40,01/01/2020 02:58:06,0,1.5,No,48,170,10.5,0
07/01/2020 01:13:32,07/01/2020 01:36:25,,13.82,Yes,229,81,59.2,0
01/01/2020 02:41:16,01/01/2020 02:42:15,2,0,No,265,265,60,0
07/01/2020 01:37:31,07/01/2020 01:55:27,,11.43,Yes,258,207,51.1,0
01/01/2020 02:59:50,01/01/2020 03:00:22,5,0.05,No,107,107,-2.5,0
01/01/2020 02:17:57,01/01/2020 02:26:39,0,1.4,No,48,237,8,1
01/01/2020 02:33:54,01/01/2020 02:39:41,0,1.5,No,263,74,7,2
01/01/2020 02:15:58,01/01/2020 02:29:11,0,3.9,No,262,234,14.5,4.55
01/01/2020 02:30:13,01/01/2020 02:38:19,0,1.3,No,234,48,7.5,0
01/01/2020 02:44:05,01/01/2020 02:49:54,0,0.9,No,68,90,6,1.95
01/01/2020 02:51:25,01/01/2020 02:58:26,0,1,No,90,246,6.5,2.05
01/01/2020 02:59:58,01/01/2020 03:06:07,0,1.6,Yes,246,50,7,1
07/01/2020 01:55:29,07/01/2020 02:13:51,,8.52,Yes,37,179,42.2,0
01/01/2020 02:03:47,01/01/2020 02:14:49,0,1.7,No,158,234,9,1
01/01/2020 02:25:45,01/01/2020 02:50:34,0,3.6,No,230,231,17,0
01/01/2020 02:53:07,01/01/2020 03:01:33,0,1.5,No,231,158,7.5,0
01/01/2020 02:49:53,01/01/2020 02:49:56,3,0,No,264,264,115,23.16
01/01/2020 02:00:46,01/01/2020 02:00:50,2,0,No,164,164,52,0
07/01/2020 01:25:00,07/01/2020 01:50:00,,19.34,Yes,137,38,58.48,0
07/01/2020 01:42:00,07/01/2020 01:58:00,,9.68,Yes,213,162,39.58,0
01/01/2020 02:23:05,01/01/2020 02:23:16,1,0,No,169,169,280,0
01/01/2020 02:56:37,01/01/2020 03:04:39,0,1.5,No,163,239,7.5,0
01/01/2020 02:55:31,01/01/2020 02:55:39,1,0,No,246,264,2.5,19
01/01/2020 02:37:55,01/01/2020 02:37:58,2,0,No,75,264,30,0
07/01/2020 01:04:00,07/01/2020 01:37:00,,18.63,Yes,90,76,53.08,0
01/01/2020 02:14:31,01/01/2020 02:14:35,1,0,No,74,74,8,1.76
01/01/2020 02:59:36,01/01/2020 02:59:49,1,0,No,107,107,2.5,0
01/01/2020 02:59:57,01/01/2020 03:05:48,1,0,No,107,107,5,0
